name,ticker
메리츠 KAP 통안채 6개월 ETN,610064
KIWOOM 200선물레버리지,253250
영보화학,014440
팜스코,036580
미래에셋 레버리지 코스닥150 선물 ETN,520056
AK홀딩스,006840
인지컨트롤스,023800
한국수출포장,002200
종근당바이오,063160
DAISHIN343 K200,434960
대영포장,014160
테이팩스,055490
태양금속,004100
한신기계,011700
삼원강재,023000
SOL 반도체전공정,475300
KODEX 코스피대형주,337140
PLUS 국고채10년액티브,461460
동일고무벨트,163560
NI스틸,008260
PLUS 200선물레버리지,253150
크라운해태홀딩스,005740
DRB동일,004840
TIGER 글로벌온디바이스AI,480310
조흥,002600
웅진씽크빅,095720
미래에셋 레버리지 은 선물 ETN B,520092
RISE 코스닥150선물레버리지,278240
HANARO Fn조선해운,441540
일신석재,007110
TIGER 미디어컨텐츠,228810
WON 미국우주항공방산,440910
N2 방위산업 Top5 ETN,550091
WON 미국S&P500,444490
N2 코스피 200 TR ETN,550084
동방아그로,007590
KoAct AI인프라액티브,487130
신일전자,002700
미래에셋 레버리지 KRX 금현물 ETN,520087
삼부토건,001470
KIWOOM 미국나스닥100(H),453080
삼성 코리아 밸류업 TR ETN,530126
CS홀딩스,000590
ACE 미국30년국채엔화노출액티브(H),476750
TIGER 배당성장,211560
WON 국공채머니마켓액티브,458030
TP,007980
TIGER AI코리아그로스액티브,365040
일동홀딩스,000230
우신시스템,017370
HK 200,491700
TIGER 코스피고배당,210780
N2 레버리지 금 선물 ETN(H),550062
한투 코스피양매도5%OTM ETN,570019
유한양행우,000105
휴니드,005870
TIGER 코스피대형주,277640
동인기연,111380
미래에셋 2X 미국 테크&반도체 TOP3 ETN,520081
HLB글로벌,003580
태경케미컬,006890
TIGER 여행레저,228800
SK이노베이션우,096775
ACE 8월만기자동연장회사채AA-이상액티브,475280
RISE 미국반도체NYSE,469060
RISE 2차전지TOP10,465330
한솔로지스틱스,009180
삼성 레버리지 나스닥 100 TR ETN,530115
지엠비코리아,013870
메리츠 레버리지 금 선물 ETN(H),610012
TIGER 인도빌리언컨슈머,479730
KB Wise 분할매매 ETN,580010
삼성 KRX 금현물 ETN,530067
삼호개발,010960
사조오양,006090
HANARO 글로벌금채굴기업,473640
성창기업지주,000180
KODEX 헬스케어,266420
ACE 레버리지,152500
미래에셋 미국 테크&반도체 TOP3 ETN,520080
남광토건,001260
제일연마,001560
CJ씨푸드,011150
국제약품,002720
PLUS 국채선물3년,298340
DSR제강,069730
인바이오젠,101140
SOL 반도체후공정,475310
아이티센씨티에스,031820
RISE 버크셔포트폴리오TOP10,475350
한투 일본종합상사TOP5 ETN,570100
신한 인버스2X 천연가스 선물 ETN B,500096
화천기공,000850
ACE 단기채권알파액티브,440640
대현,016090
에이프로젠,007460
HANARO 종합채권(AA-이상)액티브,461500
팜젠사이언스,004720
HANARO 머니마켓액티브,486830
RISE 미국AI테크액티브,495940
키움 미국달러선물 ETN B,760018
TIGER 미국배당다우존스타겟커버드콜1호,458750
삼성 인버스0.5X S&P500 VIX S/T선물 ETN B,530131
대림바스,005750
까뮤이앤씨,013700
휴비스,079980
엔케이,085310
신한 S&P500 VIX S/T 선물 ETN E,500095
NH프라임리츠,338100
한투 레버리지은선물 ETN,570061
TIGER 글로벌4차산업혁신기술(합성 H),275980
한국특강,007280
코리아써우,007815
메리츠 KAP 통안채 3개월 ETN,610066
삼정펄프,009770
KODEX 메타버스액티브,401470
한투 인버스2XWTI원유선물 ETN B,570117
남양유업우,003925
KIWOOM 단기채권ESG액티브,419890
아모레퍼시픽홀딩스우,002795
코오롱인더우,120115
미래에셋 인버스 2X 코스피200 선물 ETN B,520102
ACE 미국하이일드액티브(H),455660
일성건설,013360
KODEX 미국달러선물,261240
SOL 국고채3년,438560
PLUS TDF2060액티브 적격,433880
한국내화,010040
DSR,155660
신한 레버리지 다우존스지수 선물 ETN(H),500020
삼성출판사,068290
KODEX 친환경조선해운액티브,445150
TIGER 인버스,123310
하나 Solactive US Tech Top 10 ETN(H),700022
TIGER 차이나전기차레버리지(합성),456680
PLUS 200TR,491220
유유제약,000220
RISE 미국달러SOFR금리액티브(합성),455960
비상교육,100220
신한 블룸버그 인버스2X WTI원유선물 ETN B,500094
동원금속,018500
KB 레버리지 미국 나스닥 100 TR ETN B,580076
미래에셋 CAPE 실러 US Core Sector ETN,520089
HANARO Fn전기&수소차,381560
KODEX 차이나AI테크액티브,428510
TIGER 코스닥150바이오테크,261070
KODEX 미국S&P500헬스케어,453640
화천기계,010660
깨끗한나라,004540
디와이덕양,024900
KIWOOM 국고채3년,114470
하이스틸,071090
신송홀딩스,006880
미래에셋 코스피200 선물 ETN,520037
PLUS 단기채권액티브,278620
KODEX 차이나심천ChiNext(합성),256750
호전실업,111110
혜인,003010
무림페이퍼,009200
평화홀딩스,010770
WON 종합채권(AA-이상)액티브,488720
진양산업,003780
TIGER TSMC파운드리밸류체인,453950
KODEX WTI원유선물(H),261220
모나리자,012690
RISE 메타버스,401170
KODEX 보험,140700
KB S&P 레버리지 WTI원유 선물 ETN B,580068
ACE ESG액티브,385590
신한 블룸버그 레버리지 WTI원유선물 ETN B,500093
하나 S&P 레버리지 WTI원유 선물 ETN B,700029
오리엔트바이오,002630
삼성 블룸버그 레버리지 WTI원유선물 ETN B,530133
미래에셋글로벌리츠,396690
DYP,092780
유엔젤,072130
TIGER 미국방산TOP10,494840
삼일씨엔에스,004440
화승알앤에이,378850
삼성 레버리지 S&P500 선물 ETN,530113
KoAct 글로벌친환경전력인프라액티브,475070
써니전자,004770
인터지스,129260
메리츠 3X 레버리지 미국채30년 ETN,610078
SG세계물산,004060
TIGER 중국소비테마,150460
기신정기,092440
KODEX 미국S&P500에너지(합성),218420
HANARO 글로벌생성형AI액티브,461340
롯데칠성우,005305
TIGER 미국S&P500레버리지(합성 H),225040
KB S&P 인버스 2X WTI원유 선물 ETN B,580069
ACE 미국주식베스트셀러,473590
삼성 인버스 2X WTI원유 선물 ETN,530036
메리츠 3X 레버리지 국채30년 ETN,610061
KODEX 우량주,275300
우성,006980
KODEX 200롱코스닥150숏선물,360140
KODEX 글로벌로봇(합성),276990
금호에이치티,214330
조비,001550
새론오토모티브,075180
범양건영,002410
현대건설우,000725
KODEX 미국S&P500산업재(합성),200030
파워 코스피100,140950
덕성,004830
KODEX 일본TOPIX100,101280
한투 일본니케이225선물 ETN(H),570104
한컴라이프케어,372910
BYC우,001465
FOCUS AI코리아액티브,448570
삼화왕관,004450
미래에셋 미국 AI TOP3 ETN,520072
대구백화점,006370
성문전자,014910
서원,021050
메리츠 레버리지 WTI원유 선물 ETN(H),610088
RISE 미국30년국채커버드콜(합성),472830
미래에셋-0.5X S&P500 VIX S/T선물 ETN(H)B,520086
케이비아이동국실업,001620
일진디스플,020760
PLUS 글로벌희토류&전략자원생산기업,415920
RISE 금융채액티브,336160
KB 일본 로보틱스 TOP 10 ETN,580056
보락,002760
KODEX 탄소효율그린뉴딜,375770
ACE 2월만기자동연장회사채AA-이상액티브,475260
삼성 레버리지 일본니케이225선물 ETN(H),530124
유안타증권우,003475
씨아이테크,004920
인팩,023810
N2 레버리지 은 선물 ETN(H),550064
유화증권우,003465
상신브레이크,041650
TIGER 차이나바이오테크SOLACTIVE,371470
씨케이솔루션,480370
SJM,123700
한화솔루션우,009835
TIGER Fn메타버스,400970
TIGER 미국AI반도체팹리스,491830
PLUS 미국나스닥테크,287180
KB 레버리지 FANG 플러스 ETN(H),580034
TIGER 인터넷TOP10,365000
SJM홀딩스,025530
부산산업,011390
한투 인버스2X나스닥100 ETN B,570103
RISE 국채선물10년인버스,295020
고려산업,002140
미래에셋 미국 방위산업 TOP3 ETN,520074
에셋플러스 글로벌플랫폼액티브,407830
ACE 주주환원가치주액티브,447430
유니온,000910
삼성 인버스 2X 은 선물 ETN,530143
한국종합기술,023350
한투 인버스2X은선물 ETN,570119
다스코,058730
HANARO K고배당,322410
평화산업,090080
대호에이엘,069460
ACE 코스피,305050
미래에셋맵스리츠,357250
유니온머티리얼,047400
ACE 미국30년국채선물레버리지(합성 H),452250
PLUS 미국채30년액티브,464470
KIWOOM 코스닥150,316670
SK디스커버리우,006125
부산주공,005030
ACE 5월만기자동연장회사채AA-이상액티브,475270
메리츠 레버리지 미국채30년 ETN(H),610038
삼화전자,011230
이엔플러스,074610
하나 반도체 ETN,700027
KODEX 미국S&P500금융,453650
KIWOOM KRX100,100910
미래에셋 미국 자율주행대표기업 ETN,520082
TIGER 금은선물(H),139320
SB성보,003080
RISE 2차전지TOP10인버스(합성),465350
인스코비,006490
IBK 200,472840
명문제약,017180
미래에셋 인버스 천연가스 선물 ETN B,520091
아진전자부품,009320
미래에셋 인버스 2X 코스닥150 선물 ETN,520057
유성기업,002920
KB 인버스 2X 미국 나스닥 100 TR ETN B,580077
신한 블룸버그 2X 천연가스 선물 ETN B,500102
한투 레버리지코스닥150선물 ETN,570081
KIWOOM 코리아테크TOP10,469790
금비,008870
전방,000950
미래에셋 미국 제약 TOP3 ETN,520078
TIGER 200선물인버스2X,252710
마이티 다이나믹퀀트액티브,442260
TIGER 글로벌AI사이버보안,418670
RISE 중국본토대형주CSI100,174360
TIGER 모멘텀,147970
BNK 온디바이스AI,487750
TIGER 한중반도체(합성),449690
ACE 미국달러단기채권액티브,440650
KIWOOM 글로벌AI반도체,473490
KODEX 아시아달러채권ESG플러스액티브,437070
ACE 애플밸류체인액티브,483420
PLUS 미국S&P500,429760
KB 인버스 2X 은 선물 ETN,580081
KODEX 차이나H,099140
RISE TDF2040액티브 적격,442560
미래에셋 레버리지 미국 AI TOP3 ETN,520073
조광페인트,004910
KIWOOM 코리아고배당,104530
KIWOOM 통안채1년,122260
TIGER 원유선물인버스(H),217770
영화금속,012280
엑시큐어하이트론,019490
TIGER 경기방어,139280
TIGER 우선주,261140
KIWOOM 미국원유에너지기업,474800
SOL 코스닥150,450910
에셋플러스 코리아대장장이액티브,442090
TIGER 일본엔선물,292560
형지엘리트,093240
TIGER 글로벌비만치료제TOP2Plus,476690
KODEX 테슬라밸류체인FactSet,459560
N2 미국 IT TOP5 ETN(H),550041
신한 코스피 200 TR ETN,500085
SOL 자동차소부장Fn,464600
광명전기,017040
경인전자,009140
서울식품,004410
PLUS 글로벌방산,496770
한투 레버리지나스닥100 ETN B,570102
삼성 코스닥 150 TR ETN,530118
ACE 일본TOPIX레버리지(H),196030
삼성 레버리지 코스닥150 선물 ETN,530106
한투 인버스2X코스닥150선물 ETN,570082
KODEX 구리선물(H),138910
KODEX 일본부동산리츠(H),352540
KODEX K콘텐츠,266360
KODEX 글로벌비만치료제TOP2 Plus,476070
신한글로벌액티브리츠,481850
이화산업,000760
키움 INDXX 미국테크탑10 ETN,760005
문배철강,008420
갤럭시아에스엠,011420
키움 레버리지 전력 TOP5 ETN,760026
HANARO e커머스,322400
KIWOOM 코스피100,153270
KODEX 차이나2차전지MSCI(합성),419430
메리츠 인버스 2X 은 선물 ETN(H),610101
미래에셋 2X 홍콩H 선물 ETN,520068
한투 레버리지플래티넘선물 ETN,570069
신한 레버리지 미국달러 선물 ETN,500035
미래에셋 인버스 2X 옥수수 선물 ETN,520047
하나 레버리지 코스닥150 선물 ETN,700017
RISE 5대그룹주,105780
KODEX iShares미국투자등급회사채액티브,468630
유니켐,011330
진양화학,051630
KODEX 아시아AI반도체exChina액티브,446690
KB 레버리지 금 선물 ETN(H),580022
온타이드,005320
TIGER 미국달러선물인버스2X,261120
RISE 코리아금융고배당,498860
ACE 일본Nikkei225(H),238720
부국철강,026940
파워 고배당저변동성,192720
KODEX 모멘텀주,275280
미래에셋 레버리지 미국 방위산업 TOP3 ETN,520075
DL우,000215
우진플라임,049800
에이프로젠바이오로직스,003060
화인베스틸,133820
KODEX Top10동일가중,395170
KB 레버리지 화웨이 밸류체인 ETN,580073
한투 인버스2X천연가스선물 ETN B,570118
KODEX 자율주행액티브,385520
인디에프,014990
미래아이앤지,007120
미래에셋 천연가스 선물 ETN B,520090
메리츠 3X 레버리지 미국채10년 ETN,610075
RISE V&S셀렉트밸류채권혼합,241390
PLUS 미국S&P500성장주,494410
TIGER 글로벌이노베이션액티브,387270
케이탑리츠,145270
메리츠 국채30년 ETN,610007
TBH글로벌,084870
WON 대한민국국고채액티브,426150
디와이에이,002880
신한 레버리지 구리 선물 ETN,500040
TIGER 코스닥150IT,261060
보해양조,000890
KIWOOM 미국성장기업30액티브,459790
시디즈,134790
RISE 글로벌테크놀로지(합성 H),276650
세방우,004365
메리츠 인버스 2X WTI원유 선물 ETN(H),610089
KODEX 미국S&P500배당귀족커버드콜(합성 H),276970
KODEX 미국부동산리츠(H),352560
삼성 S&P500 VIX S/T 선물 ETN B,530130
에쓰씨엔지니어링,023960
KB 레버리지 2차전지 TOP 10 TR ETN,580070
미래에셋 -1.5X 천연가스 선물 ETN,520077
세우글로벌,013000
한투 레버리지베트남VN30선물 ETN(H),570065
삼성 KRX 레버리지 2차전지 TOP10 TR ETN,530138
ACE 글로벌자율주행액티브,414270
KODEX 미국테크TOP3플러스,491090
HANARO Fn K-POP&미디어,395290
SOL 미국30년국채액티브(H),461600
KODEX 한중반도체(합성),450190
WON 미국빌리어네어,489290
ACE 코리아AI테크핵심산업,380340
RISE 200채권혼합50,183700
세기상사,002420
KODEX MSCI Korea,156080
TIGER 유로스탁스50(합성 H),195930
한투 레버리지구리선물 ETN,570072
삼성 iSelect 레버리지 조선 TOP10 TR ETN,530140
RISE 글로벌주식분산액티브,459750
TIGER 차이나HSCEI,245360
KODEX 미국달러선물레버리지,261250
삼성 코스피 200 TR ETN,530117
KODEX 200가치저변동,223190
KIWOOM 미국S&P500(H),449780
SG글로벌,001380
KODEX 국채선물10년인버스,176950
SOL 차이나육성산업액티브(합성),415760
대신 레버리지 미국달러 선물 ETN,510044
SOL 미국배당다우존스2호,493420
RISE 글로벌리얼티인컴,475380
KB 차이나 중형주 CSI 500 ETN,580049
금호전기,001210
원림,005820
신풍,002870
마니커,027740
KODEX 차이나과창판STAR50(합성),415340
KODEX 가치주,275290
메리츠 KAP 레버리지 일본 엔화 ETN,610069
TIGER 유로스탁스배당30,245350
한화투자증권우,003535
진양폴리,010640
TREX 펀더멘탈 200,145850
TIGER 200 금융,139270
TIGER S&P글로벌헬스케어(합성),248270
미래에셋 레버리지 미국 제약 TOP3 ETN,520079
진도,088790
TIGER 200 에너지화학,139250
ACE 글로벌AI맞춤형반도체,494340
씨티알모빌리티,308170
KODEX 차이나H레버리지(H),204450
영흥,012160
KIWOOM K-2차전지북미공급망,488200
우성머티리얼스,011300
KODEX 3대농산물선물(H),271060
미래에셋 -2X 미국채울트라30년 선물 ETN,520065
미래에셋 2X 미국 자율주행대표기업 ETN,520083
티웨이홀딩스,004870
한솔홈데코,025750
ACE 아시아TOP50,277540
RISE 미국단기투자등급회사채액티브,437350
KB 차이나 대형주 CSI 300 ETN,580048
KB 화웨이 밸류체인 ETN,580072
ACE 코리아밸류업,496120
TIGER 일본반도체FACTSET,465660
SOL KRX300,292500
한투 FTSE100 ETN,570047
이건산업,008250
KODEX 인도타타그룹,477730
KODEX S&P글로벌인프라(합성),269420
마이티 코스피100,159800
대한방직,001070
MH에탄올,023150
하나 인버스 2X 옥수수 선물 ETN(H),700012
메타랩스,090370
KIWOOM 미국달러선물,138230
TIGER 200 헬스케어,227540
대림통상,006570
KR모터스,000040
KB 레버리지 BYD 밸류체인 ETN,580075
미래에셋 인버스 2X 은 선물 ETN B,520093
KoAct 미국천연가스인프라액티브,497780
KODEX 에너지화학,117460
RISE 미국반도체NYSE(H),469050
코아스,071950
RISE K엔터&여행레저,388280
동일제강,002690
WISCOM,024070
KCGI 미국S&P500 TOP10,483570
ACE MSCI인도네시아(합성),256440
플레이그램,009810
대신 인버스 2X 미국달러 선물 ETN,510045
한익스프레스,014130
코오롱우,002025
TIGER 차이나항셍테크레버리지(합성 H),438320
삼성 레버리지 미국다우존스 선물 ETN,530128
삼성 레버리지 항셍테크 TR ETN(H) B,530119
체시스,033250
신풍제약우,019175
KODEX 게임산업,300950
TIGER KRX300,292160
N2 레버리지 코스닥150 선물 ETN,550097
삼성 인버스 2X 나스닥 100 TR ETN,530116
신한 금 선물 ETN,500100
HANARO Fn K-뉴딜디지털플러스,368190
TIGER 200커버드콜,289480
우진아이엔에스,010400
KIWOOM 국고채10년레버리지,167860
SOL 200 Top10,411540
KB 일본 컨슈머 TOP 10 ETN,580057
메리츠 인버스 2X 대표 농산물 선물 ETN(H),610036
한창,005110
KODEX 200동일가중,252650
블루산업개발,006740
한성기업,003680
핸즈코퍼레이션,143210
키움 코스피200 선물 달러노출 ETN,760021
TREX 200,108590
HANARO 탄소효율그린뉴딜,375760
PLUS 글로벌수소&차세대연료전지,419650
TIGER 글로벌멀티에셋TIF액티브,440340
삼성 은 선물 ETN(H),530089
KODEX 혁신기술테마액티브,364690
SOL KIS단기통안채,363510
HK 베스트일레븐액티브,391670
N2 코스닥 150 TR ETN,550085
넥센타이어1우B,002355
RISE 미국30년국채액티브,481340
ACE 골드선물 레버리지(합성 H),225130
메리츠 미국채10년 ETN(H),610022
메리츠 레버리지 구리 선물 ETN(H),610028
N2 레버리지 구리 선물 ETN(H),550069
에셋플러스 글로벌대장장이액티브,433220
KODEX 철강,117680
신한 콩 선물 ETN(H),500023
TIGER 게임TOP10,364990
에이엔피,015260
키움 반도체TOP10 ETN,760012
KB BYD 밸류체인 ETN,580074
HANARO Fn5G산업,367740
SUN&L,002820
남성,004270
KODEX 미국러셀2000(H),280930
KODEX 멀티팩터,337120
동원수산,030720
대원전선우,006345
KB S&P 레버리지 은 선물 ETN(H),580026
RISE 중국본토CSI300,463300
모나미,005360
KODEX 코스닥글로벌,461450
KODEX KTOP30,229720
KODEX 국채선물10년,152380
TIGER MSCI KOREA ESG유니버설,289250
N2 선진국 1등주 ETN,550087
KODEX 기후변화솔루션,404260
메리츠 인플레이션 국채 ETN,610001
HANARO 코스닥150,304770
한투 코스피양매도3%OTM ETN,570029
삼성 레버리지 구리 선물 ETN(H),530063
N2 월간 레버리지 선진국 1등주 ETN,550088
호텔신라우,008775
키움 코스닥 150 TR ETN,760008
대한항공우,003495
KODEX 차이나A50,169950
ACE 2차전지&친환경차액티브,385600
메타케어,118000
KIWOOM 국고채30년액티브,471460
RISE 게임테마,300640
HANARO K-뷰티,479850
유니드비티플러스,446070
미래에셋 코스닥150 선물 ETN,520039
키움 인버스 미국달러선물 ETN,760004
TIGER 탄소효율그린뉴딜,376410
KODEX MSCI KOREA ESG유니버설,289040
한투 인버스은선물 ETN,570124
참엔지니어링,009310
TIGER MKF배당귀족,445910
삼성 금 선물 ETN(H),530083
대원화성,024890
한투 인버스0.5X S&P500 VIX S/T선물 ETN B,570115
하나 인버스 2X 반도체 ETN,700036
PLUS 선진국MSCI(합성 H),195970
HANARO KRX300,304760
하나 레버리지 K방산TOP10 ETN,700034
PLUS 일본엔화초단기국채(합성),489000
PLUS 일본반도체소부장,464920
메리츠 레버리지 미국채30년 스트립 ETN(H),610085
아센디오,012170
PLUS 미국테크TOP10레버리지(합성),461910
한국전자홀딩스,006200
KODEX 미국S&P바이오(합성),185680
TIGER 글로벌클라우드컴퓨팅INDXX,371450
TIGER 인도니프티50레버리지(합성),236350
KODEX 33-06 국고채액티브,457690
KB 솔랙티브 레버리지 천연가스 선물 ETN,580086
HANARO 반도체핵심공정주도주,476260
PLUS 우량회사채50,239660
RISE 200금융,284980
한세엠케이,069640
KB 레버리지 KOSDAQ 150 선물 ETN,580043
마스턴프리미어리츠,357430
TIGER KEDI혁신기업ESG30,417630
KODEX 대만테크고배당다우존스,487950
한창제지,009460
RISE 주식혼합,183710
RISE 국고채3년선물인버스,282000
KODEX 200 중소형,226980
키움 K방산 TOP5 ETN,760022
메리츠 인버스 국채3년 ETN,610047
RISE KRX300,292050
하나 레버리지 콩 선물 ETN(H),700013
KODEX iShares미국인플레이션국채액티브,468370
미래에셋 인버스 2X 반도체 ETN,520099
주연테크,044380
삼성 S&P500 TR ETN,530112
TIME K신재생에너지액티브,404120
RISE 헬스케어채권혼합,253290
한투 인버스금선물 ETN,570122
RISE 테슬라애플아마존채권혼합,449580
BNK 주주가치액티브,445690
KODEX 기계장비,102960
신한 33-12 국고채 플러스 ETN,500091
TIGER KTOP30,228820
PLUS 미국테크TOP10,461900
삼성 블룸버그 WTI원유 선물 ETN B,530132
ACE 마이크로소프트밸류체인액티브,483330
TIGER 퓨처모빌리티액티브,387280
한국주강,025890
KB 인도 대형 성장주 Select 5 ETN,580066
SH에너지화학,002360
신한 인버스 2X 코스닥 150 선물 ETN,500072
키움 레버리지 K방산 TOP5 ETN,760023
TIGER 은행,091220
메리츠 국채10년 ETN,610018
이스타코,015020
대상우,001685
메리츠 레버리지 멕시코 페소화 ETN,610081
PLUS 국고채30년액티브,451600
KB 인버스 2X 밀 선물 ETN,580052
미래에셋 1.5X 천연가스 선물 ETN,520076
한투 구리선물 ETN,570071
KB 인도 디지털 Select 5 ETN,580067
PLUS 코스피,227830
한투 금선물 ETN,570121
PLUS 미국장기우량회사채,332620
에셋플러스 글로벌일등기업포커스10액티브,477490
RISE TDF2030액티브 적격,442550
STX그린로지스,465770
KODEX 200exTOP,337150
ACE 중국과창판STAR50,416090
메리츠 WTI원유 선물 ETN(H),610087
미래에셋 S&P500 VIX S/T 선물 ETN(H),520088
RISE 미국S&P배당킹,460660
메리츠 미국 인플레이션 국채 ETN(H),610003
WON AI ESG액티브,413930
KB 차이나 과창판 STAR 50 ETN,580050
미래에셋 1.5X S&P500 VIX S/T선물 ETN,520097
RISE 미국S&P원유생산기업(합성 H),219390
KODEX 미국S&P500필수소비재,453630
키움 조선TOP10 ETN,760017
PLUS 미국다우존스고배당주(합성 H),213630
KIWOOM 블루칩,104520
PLUS 미국배당증가성장주데일리커버드콜,494420
녹십자홀딩스2우,005257
KB 인버스 2X 천연가스 선물 ETN B,580071
ACE MSCI멕시코(합성),291130
TIGER 이머징마켓MSCI레버리지(합성 H),225060
TIGER 차이나클린에너지SOLACTIVE,396510
TIGER MSCI KOREA ESG리더스,289260
SOL KRX기후변화솔루션,404650
KODEX 인도Nifty50레버리지(합성),453820
윌비스,008600
KC그린홀딩스,009440
삼성 나스닥 100 TR ETN,530120
삼성 일본니케이225선물 ETN(H),530123
TIGER 원유선물Enhanced(H),130680
키움 레버리지 바이오TOP10 ETN,760015
RISE 글로벌수소경제,417450
비비안,002070
PLUS 애플채권혼합,447660
에셋플러스 차이나일등기업포커스10액티브,474920
KODEX 미국클린에너지나스닥,419420
HANARO 미국S&P500,432840
ACE 일본반도체,469160
TIGER 글로벌자원생산기업(합성 H),276000
PLUS KOFR금리,453010
메리츠 인버스 2X 미국채30년 ETN(H),610040
파워 K-주주가치액티브,491510
메리츠 KAP 레버리지 중국 위안화 ETN,610072
RISE 차이나HSCEI(H),250730
ACE 삼성그룹동일가중,131890
TIGER 일본TOPIX(합성 H),195920
삼성 인버스 2X 미국다우존스 선물 ETN,530129
ACE 미국IT인터넷(합성 H),280320
RISE 우량업종대표주,140580
TIGER 200동일가중,252000
KODEX 유럽탄소배출권선물ICE(H),400570
KODEX 국채선물3년인버스,292770
LX하우시스우,108675
RISE V&S셀렉트밸류,234310
한투 은선물 ETN,570123
메리츠 레버리지 국채30년 ETN,610008
KODEX 코스닥150롱코스피200숏선물,360150
TIME K컬처액티브,410870
SHD,001770
태원물산,001420
ACE 러시아MSCI(합성),265690
TRUSTON 주주가치액티브,472720
메리츠 인버스 2X 미국채10년 ETN(H),610025
에넥스,011090
KB 인버스 2X 콩 선물 ETN,580054
신한 레버리지 Russell 2000 ETN B,500097
키움 인버스 2X 전력 TOP5 ETN,760027
메리츠 인버스 국채30년 ETN,610009
넥센우,005725
신한 인버스 콩 선물 ETN(H),500024
한투 베트남VN30선물 ETN(H),570063
대교우B,019685
RISE 차이나항셍테크,371150
KODEX 모멘텀Plus,244620
SOL 의료기기소부장Fn,464610
한투 인버스일본니케이225선물 ETN(H),570105
삼성 인버스 코스피 200 선물 ETN,530092
한투 인버스2X엔달러 선물 ETN(H),570099
MIDAS 일본테크액티브,488290
ACE 국고채3년,114460
KODEX 코리아혁신성장액티브,373490
하이트진로2우B,000087
PLUS 주도업종,280920
PLUS S&P글로벌인프라,269530
미래에셋 2X 미국채울트라30년 선물 ETN,520064
삼성 KRX 2차전지 TOP10 TR ETN,530137
KODEX 경기소비재,266390
ACE 글로벌브랜드TOP10,435040
삼성 iSelect 조선 TOP10 TR ETN,530139
메리츠 멕시코 페소화 ETN,610080
KODEX 미국S&P500경기소비재,453660
ACE 차이나항셍테크,371870
삼성 구리 선물 ETN(H),530095
TRUSTON 코리아밸류업액티브,496130
메리츠 인버스 미국채30년 ETN(H),610039
KB 레버리지 항셍테크 선물 ETN(H) B,580047
TIME K이노베이션액티브,385710
PLUS 코스닥150,301400
TIGER K게임,300610
TIGER 미국달러선물레버리지,261110
PLUS ESG성장주액티브,395760
HANARO 32-10 국고채액티브,448490
SOL 머니마켓액티브,484890
RISE 미국고정배당우선증권,354240
대한제당우,001795
KB 레버리지 미국 S&P500 선물 ETN B,580083
메리츠 KAP 중국 위안화 ETN,610071
KODEX 미국ETF산업Top10 Indxx,428560
KB 인버스 은 선물 ETN,580080
TIGER S&P글로벌인프라(합성),269370
KODEX 최소변동성,279540
KB 인버스 2X KOSPI 200 선물 ETN B,580088
KB 코스닥 150 TR ETN,580065
에셋플러스 코리아플랫폼액티브,407820
TIGER 미국캐시카우100,465670
PLUS 미국단기회사채(AAA~A),332610
KODEX 미국S&P500유틸리티,463640
KoAct 반도체&2차전지핵심소재액티브,482030
삼성 항셍테크 TR ETN(H) B,530121
메리츠 인버스 미국채10년 ETN(H),610024
N2 레버리지 천연가스 선물 ETN,550099
RISE 배터리 리사이클링,446700
HANARO Fn K-푸드,438900
KIWOOM 글로벌전력GRID인프라,489860
삼성 미국다우존스 TR ETN,530127
TIGER 농산물선물Enhanced(H),137610
신한 인버스 코스닥 150 선물 ETN,500063
RISE 글로벌클린에너지,399580
신한 코스닥 150 TR ETN,500086
하나 인버스 2X 콩 선물 ETN(H),700014
TIGER 코스닥글로벌,461580
RISE 유로스탁스50(H),379790
메리츠 미국채10년 ETN,610074
KODEX 53-09 국고채액티브,457700
HANARO 바이오코리아액티브,498050
메리츠 인버스 3X 일본 국채 10년 ETN,610093
KODEX 미국나스닥100선물인버스(H),409810
KODEX 필수소비재,266410
TIME 글로벌소비트렌드액티브,494180
TIGER 한중전기차(합성),449680
미래에셋 -2X 미국 AI TOP3 ETN,520085
HANARO KOFR금리액티브(합성),453060
KB 레버리지 구리 선물 ETN(H),580032
하나 레버리지 천연가스 선물 ETN(H),700031
에셋플러스 글로벌영에이지액티브,451150
메리츠 인버스 3X 국채30년 ETN,610062
KODEX 미국S&P500커뮤니케이션,463690
메리츠 인버스 국채10년 ETN,610020
KB 미국채 10년 ETN,580059
KODEX 운송,140710
하나 S&P 인버스 2X WTI원유 선물 ETN B,700030
UNICORN R&D 액티브,433250
메리츠 미국채30년 ETN,610077
PLUS 고배당저변동50,251590
KIWOOM TDF2050액티브 적격,435550
KIWOOM 미국달러선물레버리지,225800
RISE 중장기국공채액티브,272570
한양증권우,001755
ACE 인도컨슈머파워액티브,487910
KB 레버리지 미국채 10년 ETN,580060
HANARO 글로벌럭셔리S&P(합성),354350
메리츠 국채5년 ETN,610049
TIGER 200커버드콜OTM,166400
TIME 글로벌바이오액티브,485810
삼양사우,145995
메리츠 국채3년 ETN,610045
KODEX 유럽명품TOP10 STOXX,456250
KIWOOM 물가채KIS,430500
KIWOOM 미국달러SOFR금리액티브(합성),460270
한투 유럽탄소배출권선물 ETN(H),570074
메리츠 인버스 3X 국채10년 ETN,610060
